order_id,store_id,quantity,item_name,choice_description,item_price
230,3,1,Chicken Burrito,Tomatillo Red Chili Salsa,$8.75 
230,3,1,Steak Burrito,Tomatillo Green Chili Salsa,$9.25 
230,3,1,6 Pack Soft Drink,Diet Coke,$6.49 
230,3,1,Carnitas Crispy Tacos,Roasted Chili Corn Salsa,$9.25 
231,3,1,Veggie Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Guacamole",$11.25 
231,3,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Cheese, Lettuce",$8.75 
231,3,1,Barbacoa Burrito,"Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese, Lettuce",$9.25 
231,3,1,Chips,,$2.15 
231,3,1,Steak Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$9.25 
231,3,1,Chips and Guacamole,,$4.45 
232,3,1,Barbacoa Burrito,Roasted Chili Corn Salsa,$9.25 
232,3,1,Chips and Roasted Chili Corn Salsa,,$2.95 
233,3,1,Steak Burrito,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream",$9.25 
233,3,1,Chicken Burrito,"Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$8.75 
233,3,1,Carnitas Soft Tacos,"Fresh Tomato Salsa, Fajita Vegetables, Black Beans, Cheese",$9.25 
233,3,1,Canned Soft Drink,Diet Coke,$1.25 
233,3,1,Canned Soft Drink,Diet Coke,$1.25 
234,3,1,Chicken Salad Bowl,"Fresh Tomato Salsa, Fajita Vegetables",$8.75 
234,3,1,Chicken Burrito,"Tomatillo Green Chili Salsa, Fajita Vegetables, Black Beans, Sour Cream, Cheese",$8.75 
234,3,1,Steak Soft Tacos,"Fresh Tomato Salsa, Rice, Sour Cream, Cheese",$9.25 
234,3,1,Chips and Guacamole,,$4.45 
235,3,1,Steak Burrito,"Roasted Chili Corn Salsa, Fajita Vegetables, Sour Cream, Lettuce, Guacamole",$11.75 
235,3,1,Steak Burrito,"Roasted Chili Corn Salsa, Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole",$11.75 
235,3,1,Barbacoa Burrito,"Roasted Chili Corn Salsa, Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole",$11.75 
236,3,1,Barbacoa Burrito,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream",$9.25 
236,3,1,Steak Burrito,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Cheese, Lettuce",$9.25 
237,3,2,Chicken Soft Tacos,"Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Cheese, Sour Cream, Lettuce",$16.98 
237,3,1,Chips and Tomatillo-Green Chili Salsa,,$2.39 
237,3,1,Izze,Clementine,$3.39 
237,3,1,Izze,Grapefruit,$3.39 
238,3,1,Steak Crispy Tacos,"Tomatillo Green Chili Salsa, Fajita Vegetables, Cheese, Lettuce",$9.25 
238,3,1,Steak Burrito,"Fresh Tomato Salsa, Fajita Vegetables, Cheese, Sour Cream, Guacamole, Lettuce",$11.75 
239,3,1,Chicken Bowl,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 
239,3,1,Chips,,$2.15 
240,3,1,Chicken Salad Bowl,"Fresh Tomato Salsa, Fajita Vegetables",$8.75 
240,3,1,Barbacoa Burrito,"Fresh Tomato Salsa, Rice, Pinto Beans, Cheese",$9.25 
240,3,1,Chips and Guacamole,,$4.45 
241,3,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Fajita Veggies, Cheese, Guacamole, Lettuce",$10.98 
242,3,1,Chicken Burrito,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 
242,3,1,Carnitas Soft Tacos,Roasted Chili Corn Salsa,$9.25 
243,3,2,Chicken Salad Bowl,"Tomatillo Green Chili Salsa, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole",$22.50 
244,3,1,Barbacoa Bowl,"Roasted Chili Corn Salsa, Rice, Cheese, Lettuce",$9.25 
244,3,1,Chips and Tomatillo Red Chili Salsa,,$2.95 
244,3,1,Bottled Water,,$1.50 
245,3,1,Steak Bowl,"Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream, Guacamole",$11.48 
246,3,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Cheese, Sour Cream, Lettuce",$8.49 
246,3,1,Side of Chips,,$1.69 
247,3,1,Chicken Crispy Tacos,"Fresh Tomato Salsa (Mild), Pinto Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce",$8.49 
247,3,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Cheese, Sour Cream, Lettuce",$8.49 
247,3,1,Chicken Crispy Tacos,"Fresh Tomato Salsa (Mild), Pinto Beans, Cheese, Sour Cream, Lettuce",$8.49 
247,3,2,N/Atucket Nectar,Pineapple Orange BaN/Aa,$6.78 
248,3,1,Barbacoa Burrito,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Lettuce, Guacamole",$11.75 
248,3,1,Chips and Guacamole,,$4.45 
249,3,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Pinto Beans, Sour Cream, Cheese, Lettuce",$8.75 
249,3,1,Chips and Guacamole,,$4.45 
250,3,1,Steak Salad Bowl,"Fresh Tomato Salsa, Pinto Beans, Cheese, Guacamole, Lettuce",$11.89 
250,3,1,Steak Salad Bowl,"Fresh Tomato Salsa, Lettuce",$9.39 
251,3,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Lettuce",$8.75 
251,3,1,Chips and Fresh Tomato Salsa,,$2.95 
251,3,1,Canned Soft Drink,Nestea,$1.25 
252,3,1,Barbacoa Soft Tacos,"Tomatillo Red Chili Salsa, Rice, Pinto Beans, Cheese, Sour Cream",$9.25 
252,3,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Black Beans, Sour Cream",$8.75 
253,3,2,Steak Salad Bowl,"Tomatillo Red Chili Salsa, Fajita Vegetables, Black Beans, Cheese, Guacamole, Lettuce",$23.78 
254,3,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Rice, Black Beans, Sour Cream, Lettuce",$8.75 
254,3,1,Barbacoa Burrito,"Tomatillo Red Chili Salsa, Rice, Cheese, Lettuce",$9.25 
254,3,1,Chips,,$2.15 
254,3,1,Chips,,$2.15 
254,3,1,Canned Soft Drink,Diet Coke,$1.25 
255,3,1,Veggie Bowl,"Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Cheese, Sour Cream",$8.49 
255,3,1,Chips and Guacamole,,$3.99 
256,3,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce",$10.98 
256,3,1,Canned Soda,Dr. Pepper,$1.09 
257,3,1,Veggie Burrito,Tomatillo Green Chili Salsa,unknown
257,3,1,Chips and Guacamole,,$4.45 
258,3,1,Chicken Bowl,"Roasted Chili Corn Salsa, Rice, Cheese, Lettuce",$8.75 
258,3,1,Carnitas Burrito,"Tomatillo Green Chili Salsa, Sour Cream, Cheese, Guacamole",$11.75 
258,3,1,Chips and Tomatillo Green Chili Salsa,,$2.95 
258,3,1,Chips and Guacamole,,$4.45 
259,3,1,Steak Burrito,"Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce",$9.25 
259,3,1,Chicken Soft Tacos,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce",$8.75 
260,3,1,Veggie Burrito,"Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Cheese, Sour Cream",$8.49 
260,3,1,Chips and Guacamole,,$3.99 
261,3,2,Chicken Salad Bowl,"Tomatillo Green Chili Salsa, Black Beans, Cheese, Guacamole",$22.50 
262,3,1,Chicken Burrito,"Tomatillo Red Chili Salsa, Cheese, Guacamole",$11.25 
262,3,1,Canned Soft Drink,Coke,$1.25 
263,3,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Sour Cream",$8.75 
263,3,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce",$8.75 
264,3,2,Steak Burrito,"Fresh Tomato Salsa, Rice, Cheese, Sour Cream",$18.50 
264,3,1,6 Pack Soft Drink,Diet Coke,$6.49 
265,3,1,Chicken Burrito,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream",$8.75 
265,3,1,Chicken Soft Tacos,"Roasted Chili Corn Salsa, Black Beans, Cheese, Sour Cream",$8.75 
265,3,1,Chips and Guacamole,,$4.45 
266,3,1,Veggie Bowl,"Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Cheese, Sour Cream",$8.49 
266,3,1,Chips and Guacamole,,$3.99 
267,3,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Rice, Black Beans, Sour Cream",$8.99 
267,3,1,Canned Soda,Sprite,$1.09 
268,3,1,Chicken Bowl,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Fajita Veggies, Cheese, Lettuce",$8.49 
268,3,1,Chips and Roasted Chili-Corn Salsa,,$2.39 
269,3,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Rice, Black Beans, Sour Cream, Guacamole",$11.48 
269,3,1,Side of Chips,,$1.69 
270,3,2,Canned Soft Drink,Coke,$2.50 
270,3,1,Carnitas Burrito,"Fresh Tomato Salsa, Rice, Pinto Beans, Sour Cream, Cheese",$9.25 
270,3,1,Bottled Water,,$1.50 
271,3,2,Chicken Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Lettuce",$17.50 
271,3,1,Chips and Tomatillo Green Chili Salsa,,$2.95 
272,3,1,Chicken Burrito,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Sour Cream, Lettuce",$8.75 
272,3,1,Chips and Guacamole,,$4.45 
273,3,1,Steak Burrito,"Fresh Tomato Salsa, Rice, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole",$11.75 
273,3,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Black Beans, Sour Cream, Cheese, Lettuce",$8.75 
274,3,1,Chicken Bowl,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream, Lettuce",$8.49 
274,3,1,Side of Chips,,$1.69 
275,3,1,Veggie Burrito,"Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Cheese, Sour Cream",$8.49 
275,3,1,Chips and Guacamole,,$3.99 
276,3,1,Steak Salad,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Fajita Veggies, Cheese, Lettuce",$8.99 
276,3,1,Steak Bowl,"Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",$8.99 
276,3,1,Chips and Guacamole,,$3.99 
276,3,1,Carnitas Soft Tacos,"Fresh Tomato Salsa (Mild), Black Beans, Rice, Fajita Veggies, Cheese, Lettuce",$8.99 
277,3,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 
277,3,1,Chips and Guacamole,,$4.45 
277,3,1,Canned Soft Drink,Lemonade,$1.25 
278,3,1,Chips and Guacamole,,$3.99 
278,3,1,Chicken Burrito,"Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce",$10.98 
279,3,1,Bowl,"Adobo-Marinated and Grilled Steak, Sour Cream, Salsa, Cheese, Cilantro-Lime Rice, Guacamole",$7.40 
279,3,1,Chips and Mild Fresh Tomato Salsa,,$3.00 
279,3,1,Burrito,"Adobo-Marinated and Grilled Chicken, Sour Cream, Cheese, Cilantro-Lime Rice",$7.40 
279,3,1,Chips and Guacamole,,$4.00 
280,3,1,Veggie Bowl,"Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Cheese, Sour Cream",$8.49 
280,3,1,Chips and Guacamole,,$3.99 
281,3,1,Steak Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Cheese, Lettuce",$9.25 
281,3,1,Chips and Guacamole,,$4.45 
282,3,1,Chicken Burrito,"Tomatillo Red Chili Salsa, Guacamole, Cheese",$11.25 
282,3,1,Canned Soft Drink,Coke,$1.25 
282,3,1,Steak Burrito,"Roasted Chili Corn Salsa, Rice, Cheese, Guacamole",$11.75 
282,3,1,Canned Soft Drink,Coke,$1.25 
283,3,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Guacamole, Lettuce",$11.25 
283,3,1,Chips,,$2.15 
284,3,1,Chicken Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole",$11.25 
284,3,1,Chips and Guacamole,,$4.45 
284,3,3,Canned Soft Drink,Diet Coke,$3.75 
284,3,1,Steak Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce",$11.75 
285,3,1,Carnitas Burrito,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",$8.99 
285,3,1,Chips and Tomatillo-Red Chili Salsa,,$2.39 
286,3,1,Chicken Salad Bowl,"Fresh Tomato Salsa, Sour Cream, Cheese, Lettuce",$8.75 
286,3,1,Chips and Guacamole,,$4.45 
286,3,1,Canned Soft Drink,Diet Coke,$1.25 
287,3,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",$8.99 
287,3,1,Chicken Soft Tacos,"Tomatillo-Green Chili Salsa (Medium), Pinto Beans, Cheese, Sour Cream, Lettuce",$8.49 
287,3,2,Canned Soda,Coca Cola,$2.18 
288,3,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice, Cheese, Sour Cream, Lettuce",$8.49 
288,3,2,Canned Soda,Coca Cola,$2.18 
288,3,1,Bottled Water,,$1.09 
289,3,1,Chicken Salad Bowl,"Tomatillo Red Chili Salsa, Black Beans, Cheese, Lettuce",$8.75 
289,3,1,Chips and Tomatillo Green Chili Salsa,,$2.95 
289,3,1,Canned Soft Drink,Lemonade,$1.25 
290,3,1,Bottled Water,,$1.50 
290,3,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Rice, Sour Cream, Cheese, Guacamole",$11.25 
291,3,1,Steak Burrito,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce",$9.25 
291,3,1,Chips and Roasted Chili Corn Salsa,,$2.95 
291,3,1,Canned Soft Drink,Lemonade,$1.25 
292,3,1,Veggie Burrito,"Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Cheese, Sour Cream",$8.49 
292,3,1,Chips and Guacamole,,$3.99 
293,3,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild), Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.48 
294,3,1,Chips and Guacamole,,$3.99 
294,3,1,Veggie Burrito,"Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Cheese, Sour Cream",$8.49 
295,3,1,Chicken Burrito,"Tomatillo Red Chili Salsa, Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce, Guacamole",$11.25 
295,3,1,Canned Soft Drink,Diet Coke,$1.25 
296,3,1,Barbacoa Burrito,"Tomatillo-Green Chili Salsa (Medium), Rice, Cheese, Sour Cream, Lettuce",$8.99 
296,3,1,Side of Chips,,$1.69 
297,3,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 
297,3,1,Canned Soft Drink,Coke,$1.25 
298,3,1,6 Pack Soft Drink,Nestea,$6.49 
298,3,1,Chicken Bowl,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$8.75 
299,3,1,Barbacoa Burrito,"Tomatillo Red Chili Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce",$9.25 
299,3,1,Chicken Burrito,Fresh Tomato Salsa,$8.75 
299,3,1,Chips and Fresh Tomato Salsa,,$2.95 
300,3,1,Chicken Burrito,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese",$8.75 
300,3,1,Steak Burrito,"Roasted Chili Corn Salsa, Fajita Vegetables, Black Beans, Sour Cream, Guacamole, Lettuce",$11.75 
301,3,1,Steak Burrito,"Roasted Chili Corn (Medium), Sour Cream, Cheese",$8.69 
301,3,1,Steak Crispy Tacos,"Fresh Tomato (Mild), Lettuce, Cheese",$8.69 
301,3,1,Chips and Fresh Tomato Salsa,,$2.29 
302,3,1,Chips and Guacamole,,$3.99 
302,3,1,Veggie Burrito,"Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Cheese, Sour Cream",$8.49 
303,3,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Sour Cream, Cheese",$8.75 
303,3,1,Chicken Burrito,"Roasted Chili Corn Salsa, Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce",$8.75 
304,3,1,Canned Soft Drink,Sprite,$1.25 
304,3,1,Steak Burrito,"Tomatillo Green Chili Salsa, Rice, Cheese, Guacamole, Lettuce",$11.75 
304,3,1,Veggie Bowl,"Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce",$11.25 
304,3,1,Veggie Soft Tacos,"Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce",$11.25 
305,3,1,Chicken Burrito,"Tomatillo Red Chili Salsa, Guacamole, Cheese",$11.25 
305,3,1,Canned Soft Drink,Coke,$1.25 
305,3,1,Steak Burrito,Roasted Chili Corn Salsa,$9.25 
306,3,1,Barbacoa Burrito,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole",$11.75 
306,3,1,6 Pack Soft Drink,Coke,$6.49 
307,3,1,Chips and Guacamole,,$3.99 
307,3,1,Veggie Burrito,"Fresh Tomato Salsa (Mild), Cheese, Rice, Pinto Beans, Sour Cream",$8.49 
308,3,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Guacamole, Lettuce",$11.25 
308,3,1,Chips,,$2.15 
309,3,1,Chicken Burrito,"Roasted Chili Corn Salsa, Rice, Sour Cream, Cheese, Guacamole",$11.25 
309,3,1,Steak Salad Bowl,"Roasted Chili Corn Salsa, Rice, Cheese, Lettuce, Guacamole",$11.89 
310,3,1,Barbacoa Bowl,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream, Lettuce",$8.99 
310,3,1,Side of Chips,,$1.69 
311,3,1,Steak Salad,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Fajita Veggies, Cheese, Lettuce",$8.99 
311,3,1,Steak Bowl,"Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild), Cheese, Fajita Veggies, Lettuce, Sour Cream, Rice, Black Beans",$8.99 
311,3,1,Chips and Guacamole,,$3.99 
311,3,1,Carnitas Soft Tacos,"Fresh Tomato Salsa (Mild), Rice, Fajita Veggies, Cheese, Lettuce, Black Beans",$8.99 
312,3,1,Barbacoa Burrito,"Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce",$9.25 
312,3,1,Steak Bowl,"Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Lettuce",$9.25 
312,3,1,Chips,,$2.15 
313,3,1,Burrito,"White Rice, Adobo-Marinated and Grilled Steak, Salsa, Cheese",$7.40 
313,3,1,Burrito,"White Rice, Adobo-Marinated and Grilled Steak, Pinto Beans, Sour Cream, Salsa, Cheese, Cilantro-Lime Rice",$7.40 
314,3,1,Veggie Burrito,"Fresh Tomato Salsa, Rice, Pinto Beans, Cheese",$8.75 
314,3,1,Chicken Salad Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Lettuce",$8.75 
315,3,1,Barbacoa Crispy Tacos,"Fresh Tomato Salsa, Sour Cream, Lettuce",$9.25 
315,3,1,Chips and Guacamole,,$4.45 
316,3,1,Chicken Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 
316,3,1,Canned Soft Drink,Sprite,$1.25 
317,3,1,Carnitas Burrito,"Roasted Chili Corn Salsa, Rice, Cheese, Guacamole",$11.75 
317,3,1,Chicken Crispy Tacos,"Roasted Chili Corn Salsa, Rice, Cheese, Guacamole",$11.25 
317,3,1,Canned Soft Drink,Coke,$1.25 
318,3,1,Chips and Guacamole,,$3.99 
318,3,1,Veggie Burrito,"Fresh Tomato Salsa (Mild), Cheese, Rice, Pinto Beans, Sour Cream",$8.49 
319,3,1,Chicken Bowl,"Tomatillo-Green Chili Salsa (Medium), Black Beans",$8.49 
319,3,1,Chicken Bowl,"Tomatillo-Green Chili Salsa (Medium), Black Beans",$8.49 
319,3,1,Steak Crispy Tacos,"Tomatillo-Green Chili Salsa (Medium), Pinto Beans",$8.99 
320,3,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$8.75 
320,3,1,Chips,,$2.15 
320,3,1,Canned Soft Drink,Sprite,$1.25 
321,3,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Fajita Veggies, Lettuce",$8.49 
321,3,1,Canned Soda,Diet Coke,$1.09 
321,3,1,Bottled Water,,$1.09 
322,3,1,Veggie Soft Tacos,"Fresh Tomato Salsa, Black Beans, Cheese, Sour Cream, Lettuce",$8.75 
322,3,1,Chips and Tomatillo Green Chili Salsa,,$2.95 
322,3,1,Canned Soft Drink,Nestea,$1.25 
323,3,1,Steak Bowl,"Tomatillo Red Chili Salsa, Rice, Cheese",$9.25 
323,3,1,Canned Soft Drink,Lemonade,$1.25 
323,3,1,Chips,,$2.15 
324,3,1,Chicken Burrito,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Lettuce, Guacamole",$11.25 
324,3,1,Canned Soft Drink,Diet Coke,$1.25 
325,3,1,Chips and Guacamole,,$4.45 
325,3,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Black Beans, Cheese",unknown
325,3,2,Canned Soft Drink,Coke,$2.50 
326,3,2,Chips and Guacamole,,$8.90 
326,3,1,Chicken Burrito,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce",$8.75 
326,3,1,Chicken Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce",$8.75 
326,3,1,Chicken Bowl,"Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$8.75 
327,3,1,Chicken Burrito,"Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole, Lettuce",$11.25 
327,3,1,Veggie Burrito,"Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Sour Cream, Guacamole, Lettuce",$11.25 
328,3,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Rice, Sour Cream, Guacamole, Lettuce",$10.98 
328,3,1,Chips and Guacamole,,$3.99 
329,3,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce",$10.98 
329,3,1,Chips and Guacamole,,$3.99 
330,3,1,Side of Chips,,$1.69 
330,3,1,Barbacoa Bowl,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream, Lettuce",$8.99 
331,3,1,Barbacoa Bowl,"Tomatillo Red Chili Salsa, Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese",$9.25 
331,3,1,Chicken Bowl,"Tomatillo Red Chili Salsa, Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese",$8.75 
332,3,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Rice, Black Beans, Sour Cream, Lettuce",$8.99 
332,3,1,Canned Soda,Mountain Dew,$1.09 
333,3,1,Steak Burrito,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Lettuce",$9.25 
333,3,1,Chips and Tomatillo Green Chili Salsa,,$2.95 
334,3,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream",$8.75 
334,3,1,Steak Burrito,"Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese, Sour Cream",$9.25 
335,3,1,Chips and Guacamole,,$3.99 
335,3,1,Veggie Burrito,"Fresh Tomato Salsa (Mild), Cheese, Rice, Pinto Beans, Sour Cream",$8.49 
336,3,1,Chicken Burrito,"Roasted Chili Corn Salsa, Rice, Cheese, Sour Cream, Lettuce",$8.75 
336,3,1,Chicken Bowl,"Tomatillo Red Chili Salsa, Rice, Cheese, Sour Cream, Lettuce",$8.75 
337,3,2,Chicken Salad Bowl,"Tomatillo Green Chili Salsa, Black Beans, Cheese, Guacamole",$22.50 
338,3,1,Chicken Bowl,"Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild), Rice, Black Beans, Fajita Veggies, Cheese, Sour Cream, Guacamole",$10.98 
338,3,3,Bottled Water,,$3.27 
338,3,1,Chips and Guacamole,,$3.99 
338,3,1,Carnitas Soft Tacos,"Fresh Tomato Salsa (Mild), Rice, Pinto Beans, Cheese, Sour Cream",$8.99 
338,3,1,Canned Soda,Coca Cola,$1.09 
339,3,1,Carnitas Bowl,"Fresh Tomato (Mild), Guacamole, Sour Cream, Cheese",$11.08 
340,3,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$8.75 
340,3,1,Chips and Guacamole,,$4.45 
341,3,1,Steak Bowl,"Fresh Tomato (Mild), Guacamole, Lettuce, Pinto Beans, Rice, Sour Cream, Cheese",$11.08 
342,3,1,Chips and Guacamole,,$3.99 
342,3,1,Veggie Burrito,"Fresh Tomato Salsa (Mild), Cheese, Pinto Beans, Sour Cream, Rice",$8.49 
343,3,2,Chips,,$4.30 
343,3,1,Barbacoa Crispy Tacos,"Roasted Chili Corn Salsa, Fajita Vegetables, Black Beans, Cheese",$9.25 
343,3,1,Chicken Crispy Tacos,"Fresh Tomato Salsa, Rice, Cheese, Lettuce",$8.75 
343,3,1,Veggie Bowl,"Roasted Chili Corn Salsa, Black Beans, Cheese, Sour Cream, Guacamole",$11.25 
343,3,1,Veggie Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole",$11.25 
343,3,1,Carnitas Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream",$9.25 
344,3,1,Chicken Burrito,"Tomatillo-Green Chili Salsa (Medium), Black Beans, Rice, Fajita Veggies, Sour Cream",$8.49 
344,3,1,Carnitas Burrito,"Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Fajita Veggies, Sour Cream",$8.99 
344,3,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Sour Cream",$8.49 
345,3,1,Chicken Bowl,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$8.75 
345,3,1,Chips and Tomatillo Red Chili Salsa,,$2.95 
