Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
33033866,04/01/2016 01:56:00 PM,05/02/2016 03:30:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Grating Missing (SA4),,11230,,,AVENUE L,OCEAN PKWY,AVENUE L,OCEAN PARKWAY,INTERSECTION,BROOKLYN,,N/A,Closed,,,05/02/2016 03:30:00 AM,12 BROOKLYN,BROOKLYN,992699,164941,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.61939737192231,-73.96956588163236,"(40.61939737192231, -73.96956588163236)"
33037671,04/01/2016 01:56:00 PM,04/01/2016 06:45:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Post,,,,,5 AVE,10 ST W,5 AVE,10 ST W,INTERSECTION,,,N/A,Closed,,,04/01/2016 06:45:00 PM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
33035730,04/01/2016 01:56:00 PM,04/05/2016 05:45:00 PM,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,10467,3083 HULL AVE,HULL AVE,E MOSHOLU PKWY N,E 204 ST,,,ADDRESS,BRONX,,N/A,Closed,,,04/05/2016 05:45:00 PM,Unspecified BRONX,BRONX,1017721,256984,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.87197269964221,-73.87897621553304,"(40.87197269964221, -73.87897621553304)"
33037610,04/01/2016 01:56:10 PM,,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10012,99 SPRING STREET,SPRING STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,05/01/2016 01:56:10 PM,The graffiti on this property has been scheduled to be removed by the City.,04/01/2016 01:56:10 PM,02 MANHATTAN,MANHATTAN,984437,202790,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.723288414098356,-73.999325357807,"(40.723288414098356, -73.999325357807)"
33034172,04/01/2016 01:56:29 PM,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10026,101 WEST 117 STREET,WEST 117 STREET,LENOX AVENUE,7 AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,03/22/2018 01:56:29 PM,"The Department of Parks and Recreation will review your request within one year. It may take up to 24 months to inspect the location for planting. To learn more about the street tree planting process, visit www.nyc.gov/parks. Please note your Service Request number for future reference.",,10 MANHATTAN,MANHATTAN,998278,231751,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80276776079025,-73.94933058129752,"(40.80276776079025, -73.94933058129752)"
33038610,04/01/2016 01:56:48 PM,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,10475,,,,,PEARTREE AVENUE,CO OP CITY BOULEVARD,INTERSECTION,BRONX,,N/A,Open,04/05/2016 01:56:48 PM,"The Department of Parks and Recreation usually requires 4 days to inspect branches that have fallen on streets or sidewalks. If warranted, the issue will be resolved in 10 days. All other locations will be inspected in 8 days and may take up to 45 days to resolve. Please note your Service Request number for future reference.",,10 BRONX,BRONX,1033092,259916,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.87994844730286,-73.82337680669967,"(40.87994844730286, -73.82337680669967)"
33035798,04/01/2016 01:57:00 PM,04/06/2016 10:56:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,FIELDSTON RD,245 ST W,FIELDSTON RD,245 ST W,INTERSECTION,,,N/A,Closed,,,04/06/2016 10:56:00 PM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
33034863,04/01/2016 01:57:06 PM,04/28/2016 09:37:17 AM,DOT,Department of Transportation,Broken Muni Meter,Out of Order,Street,,,,,,JEROME AVENUE,211 STREET,,,,N/A,Closed,04/21/2016 01:57:06 PM,The Department of Transportation has completed the request or corrected the condition.,04/28/2016 09:37:17 AM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
33044165,04/01/2016 01:57:22 PM,05/02/2016 10:15:03 AM,HPD,Department of Housing Preservation and Development,SAFETY,CARBON MONOXIDE DETECTOR,RESIDENTIAL BUILDING,11208,613 ATKINS AVENUE,ATKINS AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",05/02/2016 10:15:03 AM,05 BROOKLYN,BROOKLYN,1019142,181236,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6640589259103,-73.87423143582079,"(40.6640589259103, -73.87423143582079)"
33044185,04/01/2016 01:57:22 PM,05/02/2016 10:15:03 AM,HPD,Department of Housing Preservation and Development,SAFETY,SMOKE DETECTOR,RESIDENTIAL BUILDING,11208,613 ATKINS AVENUE,ATKINS AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",05/02/2016 10:15:03 AM,05 BROOKLYN,BROOKLYN,1019142,181236,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6640589259103,-73.87423143582079,"(40.6640589259103, -73.87423143582079)"
33037688,04/01/2016 01:57:27 PM,04/01/2016 01:57:27 PM,DOB,Department of Buildings,General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,,10453,1674 NELSON AVENUE,NELSON AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,,04/01/2016 12:00:00 AM,05 BRONX,BRONX,1006986,248083,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84757632079409,-73.91782178260338,"(40.84757632079409, -73.91782178260338)"
33041036,04/01/2016 01:57:29 PM,04/06/2016 01:09:48 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10003,56 ST MARKS PLACE,ST MARKS PLACE,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,04/06/2016 01:09:48 AM,03 MANHATTAN,MANHATTAN,987930,204575,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72818704180322,-73.98672264288396,"(40.72818704180322, -73.98672264288396)"
33047014,04/01/2016 01:57:38 PM,05/17/2016 03:45:13 PM,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11416,86-01 102 AVENUE,102 AVENUE,,,,,ADDRESS,Ozone Park,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",05/17/2016 03:45:13 PM,09 QUEENS,QUEENS,1024999,187594,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.681485165902714,-73.85308141999108,"(40.681485165902714, -73.85308141999108)"
33046265,04/01/2016 01:57:38 PM,05/17/2016 03:45:13 PM,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,11416,86-01 102 AVENUE,102 AVENUE,,,,,ADDRESS,Ozone Park,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",05/17/2016 03:45:13 PM,09 QUEENS,QUEENS,1024999,187594,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.681485165902714,-73.85308141999108,"(40.681485165902714, -73.85308141999108)"
33045365,04/01/2016 01:57:38 PM,05/17/2016 03:45:13 PM,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11416,86-01 102 AVENUE,102 AVENUE,,,,,ADDRESS,Ozone Park,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",05/17/2016 03:45:13 PM,09 QUEENS,QUEENS,1024999,187594,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.681485165902714,-73.85308141999108,"(40.681485165902714, -73.85308141999108)"
33044473,04/01/2016 01:57:38 PM,05/17/2016 03:45:14 PM,HPD,Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,11416,86-01 102 AVENUE,102 AVENUE,,,,,ADDRESS,Ozone Park,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",05/17/2016 03:45:14 PM,09 QUEENS,QUEENS,1024999,187594,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.681485165902714,-73.85308141999108,"(40.681485165902714, -73.85308141999108)"
33042699,04/01/2016 01:57:38 PM,05/17/2016 03:45:14 PM,HPD,Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,11416,86-01 102 AVENUE,102 AVENUE,,,,,ADDRESS,Ozone Park,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",05/17/2016 03:45:14 PM,09 QUEENS,QUEENS,1024999,187594,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.681485165902714,-73.85308141999108,"(40.681485165902714, -73.85308141999108)"
33042696,04/01/2016 01:57:38 PM,05/17/2016 03:45:13 PM,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11416,86-01 102 AVENUE,102 AVENUE,,,,,ADDRESS,Ozone Park,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",05/17/2016 03:45:13 PM,09 QUEENS,QUEENS,1024999,187594,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.681485165902714,-73.85308141999108,"(40.681485165902714, -73.85308141999108)"
33042691,04/01/2016 01:57:38 PM,05/17/2016 03:45:14 PM,HPD,Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,11416,86-01 102 AVENUE,102 AVENUE,,,,,ADDRESS,Ozone Park,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",05/17/2016 03:45:14 PM,09 QUEENS,QUEENS,1024999,187594,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.681485165902714,-73.85308141999108,"(40.681485165902714, -73.85308141999108)"
33041805,04/01/2016 01:57:38 PM,05/17/2016 03:45:13 PM,HPD,Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,11416,86-01 102 AVENUE,102 AVENUE,,,,,ADDRESS,Ozone Park,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",05/17/2016 03:45:13 PM,09 QUEENS,QUEENS,1024999,187594,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.681485165902714,-73.85308141999108,"(40.681485165902714, -73.85308141999108)"
33045978,04/01/2016 01:57:38 PM,04/07/2016 04:07:32 PM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10457,612 EAST  180 STREET,EAST  180 STREET,,,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,04/07/2016 04:07:32 PM,06 BRONX,BRONX,1014357,248710,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.8492751931728,-73.89117685365599,"(40.8492751931728, -73.89117685365599)"
33047262,04/01/2016 01:57:39 PM,04/07/2016 04:07:32 PM,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10457,612 EAST  180 STREET,EAST  180 STREET,,,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,04/07/2016 04:07:32 PM,06 BRONX,BRONX,1014357,248710,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.8492751931728,-73.89117685365599,"(40.8492751931728, -73.89117685365599)"
33045115,04/01/2016 01:57:39 PM,04/07/2016 04:07:32 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10457,612 EAST  180 STREET,EAST  180 STREET,,,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,04/07/2016 04:07:32 PM,06 BRONX,BRONX,1014357,248710,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.8492751931728,-73.89117685365599,"(40.8492751931728, -73.89117685365599)"
33035018,04/01/2016 01:58:00 PM,04/06/2016 11:07:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,FIELDSTON RD,246 ST W,FIELDSTON RD,246 ST W,INTERSECTION,,,N/A,Closed,,,04/06/2016 11:07:00 PM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
33034582,04/01/2016 01:58:00 PM,04/04/2016 02:09:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10033,1469 SAINT NICHOLAS AVE,SAINT NICHOLAS AVE,,,,,ADDRESS,NEW YORK,,N/A,Closed,,,04/12/2016 05:45:00 PM,Unspecified MANHATTAN,MANHATTAN,1002880,249256,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.85080547613536,-73.93265946333815,"(40.85080547613536, -73.93265946333815)"
33043224,04/01/2016 01:58:00 PM,04/02/2016 12:00:00 PM,DSNY,BCC - Staten Island,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10314,,,,,RICHMOND HILL ROAD,FOREST HILL ROAD,INTERSECTION,STATEN ISLAND,,DSNY Garage,Closed,,,04/02/2016 12:00:00 PM,02 STATEN ISLAND,STATEN ISLAND,941881,150848,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.580617723095514,-74.15252871032122,"(40.580617723095514, -74.15252871032122)"
33036042,04/01/2016 01:58:02 PM,04/02/2016 07:21:22 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10314,1578 VICTORY BOULEVARD,VICTORY BOULEVARD,BRENTON PLACE,MOONLIGHT COURT,,,ADDRESS,STATEN ISLAND,,Precinct,Closed,04/01/2016 09:58:02 PM,The Police Department responded to the complaint and determined that police action was not necessary.,04/02/2016 07:21:22 AM,01 STATEN ISLAND,STATEN ISLAND,951979,162837,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61356758966114,-74.11623315549323,"(40.61356758966114, -74.11623315549323)"
33045062,04/01/2016 01:58:33 PM,04/06/2016 04:15:16 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10472,1141 ELDER AVENUE,ELDER AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,04/06/2016 04:15:16 PM,09 BRONX,BRONX,1017779,240649,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82713777821328,-73.8788481889489,"(40.82713777821328, -73.8788481889489)"
33044210,04/01/2016 01:58:33 PM,04/06/2016 04:15:16 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10472,1141 ELDER AVENUE,ELDER AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,04/06/2016 04:15:16 PM,09 BRONX,BRONX,1017779,240649,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82713777821328,-73.8788481889489,"(40.82713777821328, -73.8788481889489)"
33042440,04/01/2016 01:58:33 PM,04/06/2016 04:15:16 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10472,1141 ELDER AVENUE,ELDER AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,04/06/2016 04:15:16 PM,09 BRONX,BRONX,1017779,240649,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82713777821328,-73.8788481889489,"(40.82713777821328, -73.8788481889489)"
33036118,04/01/2016 01:58:48 PM,04/01/2016 11:41:57 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10029,60 EAST 104 STREET,EAST 104 STREET,MADISON AVENUE,PARK AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,04/01/2016 09:58:48 PM,The Police Department responded to the complaint and took action to fix the condition.,04/01/2016 11:41:57 PM,11 MANHATTAN,MANHATTAN,998206,227802,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79192894535997,-73.94959885374493,"(40.79192894535997, -73.94959885374493)"
33035846,04/01/2016 01:59:00 PM,04/20/2016 09:01:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,FIELDSTON RD,246 ST W,FIELDSTON RD,246 ST W,INTERSECTION,,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,04/20/2016 09:01:00 PM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
33033659,04/01/2016 01:59:00 PM,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10025,900 WEST END AVENUE,WEST END AVENUE,BROADWAY,WEST END AVE,,,ADDRESS,NEW YORK,,N/A,Open,,,,07 MANHATTAN,MANHATTAN,992815,230832,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.800252341967564,-73.96906421752142,"(40.800252341967564, -73.96906421752142)"
33044480,04/01/2016 01:59:36 PM,04/08/2016 09:38:26 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11416,101-43 98 STREET,98 STREET,,,,,ADDRESS,Ozone Park,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",04/08/2016 09:38:26 PM,09 QUEENS,QUEENS,1027746,188758,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.684667003399476,-73.84316974906892,"(40.684667003399476, -73.84316974906892)"
33035083,04/01/2016 01:59:54 PM,04/06/2016 12:00:00 AM,DOB,Department of Buildings,Plumbing,Gas Hook-Up/Piping - Illegal Or Defective,,11234,2082 FLATBUSH AVENUE,FLATBUSH AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,,04/06/2016 12:00:00 AM,18 BROOKLYN,BROOKLYN,1002837,164842,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6191101694113,-73.93304810417294,"(40.6191101694113, -73.93304810417294)"
33038499,04/01/2016 01:59:54 PM,04/01/2016 01:59:54 PM,DOB,Department of Buildings,Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),,11379,76-01 CALDWELL AVENUE,CALDWELL AVENUE,,,,,ADDRESS,Middle Village,,N/A,Open,,,04/01/2016 12:00:00 AM,05 QUEENS,QUEENS,1016387,203399,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72490159711102,-73.88405611065919,"(40.72490159711102, -73.88405611065919)"
33035096,04/01/2016 02:00:00 PM,04/18/2016 10:35:00 AM,DOT,Department of Transportation,Street Light Condition,Lamppost Leaning,,,,,ORCHARD BEACH RD,BARTOW PELL CIRCLE,ORCHARD BEACH RD,BARTOW PELL CIRCLE,INTERSECTION,,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,04/18/2016 10:35:00 AM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
33035009,04/01/2016 02:00:00 PM,04/29/2016 09:22:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,ORCHARD BEACH RD,PARK DR,ORCHARD BEACH RD,PARK DR,INTERSECTION,,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,04/29/2016 09:22:00 AM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
33046093,04/01/2016 02:00:00 PM,04/01/2016 02:00:00 PM,DSNY,P - Queens,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,11432,173-12 JAMAICA AVENUE,JAMAICA AVENUE,173 STREET,175 STREET,,,ADDRESS,Jamaica,,N/A,Closed,,,04/01/2016 02:00:00 PM,12 QUEENS,QUEENS,1043449,197254,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.70789538424576,-73.78647614854306,"(40.70789538424576, -73.78647614854306)"
33035194,04/01/2016 02:00:04 PM,04/01/2016 05:33:45 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10457,1805 WEBSTER AVENUE,WEBSTER AVENUE,EAST 175 STREET,EAST 176 STREET,,,ADDRESS,BRONX,,Precinct,Closed,04/01/2016 10:00:04 PM,The Police Department responded to the complaint and took action to fix the condition.,04/01/2016 05:33:45 PM,05 BRONX,BRONX,1011372,247473,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84588966850404,-73.90197126858853,"(40.84588966850404, -73.90197126858853)"
33039976,04/01/2016 02:00:30 PM,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11221,562 MADISON STREET,MADISON STREET,LEWIS AVENUE,STUYVESANT AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,04/11/2016 07:35:02 AM,The Department of Parks and Recreation has reviewed this request and will visit the location to investigate the condition.,04/03/2016 07:35:57 AM,03 BROOKLYN,BROOKLYN,1002195,189383,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68647116641027,-73.93529534322892,"(40.68647116641027, -73.93529534322892)"
33038291,04/01/2016 02:00:45 PM,04/05/2016 04:10:21 PM,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,10018,,,,,WEST   39 STREET,9 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,05/19/2016 08:39:21 AM,The Taxi and Limousine Commission will contact you within 14 days to confirm your complaint details. Please note your Service Request number for future reference.,04/05/2016 04:10:21 PM,04 MANHATTAN,MANHATTAN,985907,214900,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75652720236339,-73.99401903776727,"(40.75652720236339, -73.99401903776727)"
